Format Version,1.23,Take Name,Take 2024-07-17 09.12.15 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-07-17 09.12.15.319 AM,Total Frames in Take,11539,Total Exported Frames,11539,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
3071,25.591667,-0.008649,0.864686,-0.001308,-0.502237,-4.013360,1.603328,0.290904
3072,25.600000,-0.008357,0.862860,-0.000372,-0.505373,-4.014068,1.603393,0.291868
3073,25.608333,-0.008429,0.862233,-0.000848,-0.506441,-4.013975,1.603071,0.292739
3074,25.616667,-0.008551,0.860772,-0.000844,-0.508918,-4.014466,1.602840,0.293816
3075,25.625000,-0.008389,0.859446,-0.000936,-0.511157,-4.014778,1.602696,0.294780
3076,25.633333,-0.008219,0.858141,-0.001035,-0.513347,-4.014973,1.602443,0.295751
3077,25.641667,-0.008545,0.857076,-0.000765,-0.515118,-4.015217,1.602327,0.296768
3078,25.650000,-0.008322,0.856241,-0.001292,-0.516507,-4.015174,1.602097,0.297796
3079,25.658333,-0.008176,0.854890,-0.001526,-0.518742,-4.015490,1.602000,0.298683
3080,25.666667,-0.008258,0.853859,-0.001869,-0.520436,-4.015700,1.601656,0.299699
3081,25.675000,-0.008038,0.852666,-0.001850,-0.522391,-4.015847,1.601468,0.300736
3082,25.683333,-0.006888,0.850698,-0.001462,-0.525608,-4.016615,1.601495,0.301621
3083,25.691667,,,,,,,
3084,25.700000,-0.006677,0.847761,-0.001175,-0.530336,-4.017159,1.601230,0.303679
3085,25.708333,-0.006656,0.846917,-0.001581,-0.531681,-4.017155,1.600995,0.304628
3086,25.716667,-0.006470,0.845772,-0.001953,-0.533502,-4.017301,1.600757,0.305664
3087,25.725000,-0.012219,0.842811,-0.004784,-0.538050,-4.018341,1.601086,0.306213
3088,25.733333,-0.007752,0.843780,-0.002363,-0.536628,-4.017260,1.600140,0.307995
3089,25.741667,-0.007730,0.842595,-0.002641,-0.538486,-4.017400,1.599934,0.308961
3090,25.750000,-0.007356,0.841530,-0.002756,-0.540153,-4.017431,1.599861,0.310222
3091,25.758333,-0.005033,0.839213,-0.001713,-0.543777,-4.018271,1.599914,0.311045
3092,25.766667,-0.010096,0.837447,-0.004039,-0.546410,-4.018792,1.599921,0.311949
3093,25.775000,-0.007302,0.837874,-0.002114,-0.545811,-4.017859,1.599537,0.313357
3094,25.783333,-0.007100,0.836490,-0.002903,-0.547928,-4.018072,1.599151,0.314496
3095,25.791667,-0.006751,0.834511,-0.002423,-0.550945,-4.018647,1.599134,0.315527
3096,25.800000,-0.003658,0.832784,-0.001377,-0.553585,-4.019065,1.599038,0.316213
3097,25.808333,-0.008251,0.832120,-0.002986,-0.554526,-4.018794,1.598834,0.317600
3098,25.816667,-0.007165,0.831082,-0.002363,-0.556100,-4.018789,1.598652,0.318880
3099,25.825000,-0.006715,0.829423,-0.002522,-0.558575,-4.019016,1.598487,0.320159
3100,25.833333,-0.006773,0.828439,-0.002537,-0.560032,-4.019001,1.598396,0.321291
3101,25.841667,-0.007065,0.827671,-0.003058,-0.561161,-4.018786,1.598155,0.322292
3102,25.850000,-0.007271,0.825711,-0.002926,-0.564039,-4.019379,1.598137,0.323392
3103,25.858333,-0.007496,0.824967,-0.002516,-0.565125,-4.019107,1.597911,0.324502
3104,25.866667,-0.007287,0.823287,-0.001975,-0.567576,-4.019277,1.597815,0.325936
3105,25.875000,-0.007181,0.822177,-0.002186,-0.569183,-4.019337,1.597623,0.326932
3106,25.883333,-0.007416,0.821228,-0.002366,-0.570547,-4.019194,1.597542,0.328152
3107,25.891667,-0.006765,0.819633,-0.002670,-0.572842,-4.019467,1.597366,0.329201
3108,25.900000,-0.006900,0.818209,-0.002671,-0.574873,-4.019518,1.597134,0.330325
3109,25.908333,-0.006487,0.816679,-0.002481,-0.577050,-4.019681,1.597042,0.331542
3110,25.916667,-0.007076,0.815726,-0.002842,-0.578388,-4.019592,1.596828,0.332753
3111,25.925000,-0.007822,0.815051,-0.002957,-0.579329,-4.019344,1.596614,0.333957
3112,25.933333,-0.006618,0.812983,-0.002306,-0.582245,-4.019793,1.596602,0.335135
3113,25.941667,-0.006119,0.811756,-0.002087,-0.583962,-4.019870,1.596537,0.336216
3114,25.950000,-0.006913,0.811177,-0.002692,-0.584754,-4.019396,1.596288,0.337294
3115,25.958333,-0.007081,0.809689,-0.003461,-0.586807,-4.019346,1.595944,0.338619
3116,25.966667,-0.006871,0.808357,-0.003423,-0.588642,-4.019501,1.595857,0.339706
3117,25.975000,-0.006520,0.807067,-0.003644,-0.590413,-4.019547,1.595615,0.341026
3118,25.983333,-0.006789,0.805891,-0.003547,-0.592014,-4.019523,1.595430,0.342265
3119,25.991667,-0.006392,0.804580,-0.003411,-0.593800,-4.019547,1.595395,0.343401
3120,26.000000,-0.006603,0.803561,-0.003388,-0.595176,-4.019435,1.595214,0.344720
3121,26.008333,-0.006802,0.802570,-0.003641,-0.596508,-4.019288,1.595069,0.345899
3122,26.016667,-0.006541,0.800566,-0.003492,-0.599199,-4.019650,1.595035,0.347064
3123,26.025000,-0.006411,0.800494,-0.003057,-0.599298,-4.018973,1.594937,0.348227
3124,26.033333,-0.006368,0.799265,-0.003775,-0.600934,-4.018961,1.594548,0.349559
3125,26.041667,-0.006311,0.797827,-0.004162,-0.602839,-4.018964,1.594351,0.350773
3126,26.050000,-0.004834,0.795939,-0.003223,-0.605349,-4.019147,1.594342,0.351952
3127,26.058333,-0.005460,0.794582,-0.002988,-0.607125,-4.019082,1.594264,0.353245
3128,26.066667,-0.006196,0.794521,-0.003666,-0.607194,-4.018519,1.593978,0.354435
3129,26.075000,-0.005720,0.793488,-0.003622,-0.608548,-4.018365,1.593778,0.355635
3130,26.083333,-0.005687,0.792423,-0.003191,-0.609937,-4.018240,1.593621,0.356975
3131,26.091667,-0.005466,0.791134,-0.003902,-0.611606,-4.018170,1.593280,0.358253
3132,26.100000,-0.005258,0.789925,-0.003819,-0.613169,-4.018136,1.593156,0.359409
3133,26.108333,-0.005467,0.789041,-0.003139,-0.614308,-4.017843,1.593313,0.360539
3134,26.116667,-0.004347,0.786977,-0.003097,-0.616959,-4.018110,1.593112,0.361700
3135,26.125000,-0.005288,0.787007,-0.003528,-0.616911,-4.017415,1.592735,0.363053
3136,26.133333,-0.005195,0.785903,-0.003697,-0.618317,-4.017367,1.592437,0.364177
3137,26.141667,-0.005786,0.784914,-0.003582,-0.619568,-4.017229,1.592272,0.365510
3138,26.150000,-0.005965,0.784007,-0.004172,-0.620710,-4.016946,1.591966,0.366793
3139,26.158333,-0.005121,0.782727,-0.004006,-0.622331,-4.016750,1.591898,0.368005
3140,26.166667,-0.007101,0.781127,-0.004385,-0.624317,-4.017020,1.591980,0.369082
3141,26.175000,-0.005573,0.780735,-0.004076,-0.624825,-4.016496,1.591649,0.370332
3142,26.183333,-0.005141,0.779544,-0.004737,-0.626309,-4.016347,1.591457,0.371595
3143,26.191667,-0.005394,0.778578,-0.004175,-0.627511,-4.016039,1.591229,0.372717
3144,26.200000,-0.005631,0.777788,-0.004396,-0.628486,-4.015744,1.590939,0.374065
3145,26.208333,-0.005298,0.776552,-0.004576,-0.630014,-4.015578,1.590861,0.375443
3146,26.216667,-0.004804,0.775510,-0.004470,-0.631302,-4.015412,1.590800,0.376411
3147,26.225000,-0.005826,0.775219,-0.005025,-0.631646,-4.014875,1.590407,0.377670
3148,26.233333,-0.005331,0.773890,-0.005121,-0.633276,-4.014853,1.590296,0.378810
3149,26.241667,-0.005175,0.772804,-0.005032,-0.634604,-4.014615,1.590116,0.380048
3150,26.250000,-0.005376,0.771885,-0.005249,-0.635718,-4.014317,1.589845,0.381160
3151,26.258333,-0.005612,0.771068,-0.005178,-0.636707,-4.013980,1.589655,0.382603
3152,26.266667,-0.005455,0.770280,-0.005821,-0.637656,-4.013681,1.589555,0.383710
3153,26.275000,-0.005025,0.768930,-0.005708,-0.639288,-4.013502,1.589292,0.384894
3154,26.283333,-0.005350,0.768803,-0.005840,-0.639436,-4.012850,1.589072,0.386224
3155,26.291667,-0.005346,0.767855,-0.005888,-0.640574,-4.012660,1.588920,0.387300
3156,26.300000,-0.005249,0.766787,-0.005897,-0.641853,-4.012362,1.588825,0.388534
3157,26.308333,-0.004959,0.765746,-0.006036,-0.643096,-4.012057,1.588632,0.389598
3158,26.316667,-0.005010,0.765215,-0.006034,-0.643727,-4.011644,1.588502,0.390893
3159,26.325000,-0.005730,0.764701,-0.006910,-0.644323,-4.011219,1.588244,0.392213
3160,26.333333,-0.005337,0.763277,-0.006557,-0.646016,-4.011061,1.588009,0.393319
3161,26.341667,-0.005053,0.763411,-0.006306,-0.645863,-4.010382,1.587977,0.394601
3162,26.350000,-0.005748,0.761876,-0.006577,-0.647664,-4.010626,1.587917,0.395743
3163,26.358333,-0.005324,0.761062,-0.006718,-0.648622,-4.010016,1.587677,0.396938
3164,26.366667,-0.005139,0.760758,-0.006246,-0.648985,-4.009449,1.587584,0.397969
3165,26.375000,-0.005234,0.760126,-0.006712,-0.649719,-4.008976,1.587270,0.399204
3166,26.383333,-0.005205,0.759249,-0.006830,-0.650743,-4.008585,1.587163,0.400517
3167,26.391667,-0.005054,0.758230,-0.006833,-0.651932,-4.008321,1.586997,0.401612
3168,26.400000,-0.005034,0.758130,-0.006805,-0.652049,-4.007704,1.586821,0.402790
3169,26.408333,-0.003809,0.755956,-0.006680,-0.654577,-4.008070,1.586835,0.403758
3170,26.416667,-0.004960,0.756102,-0.007111,-0.654396,-4.007210,1.586585,0.405005
3171,26.425000,-0.004845,0.755248,-0.007137,-0.655382,-4.006841,1.586341,0.406193
3172,26.433333,-0.004618,0.754997,-0.007198,-0.655672,-4.006157,1.586220,0.407424
3173,26.441667,-0.004801,0.754333,-0.007275,-0.656434,-4.005668,1.586021,0.408496
3174,26.450000,-0.004863,0.753522,-0.007200,-0.657366,-4.005330,1.585786,0.409478
3175,26.458333,-0.004524,0.752749,-0.007109,-0.658254,-4.004987,1.585745,0.410694
3176,26.466667,-0.003839,0.751942,-0.007161,-0.659180,-4.004579,1.585524,0.411764
3177,26.475000,-0.004785,0.751378,-0.006909,-0.659819,-4.004310,1.585745,0.412618
3178,26.483333,-0.004029,0.750748,-0.007530,-0.660534,-4.004008,1.585464,0.414081
3179,26.491667,-0.004882,0.750554,-0.007737,-0.660746,-4.003067,1.585088,0.415385
3180,26.500000,-0.004928,0.749922,-0.007982,-0.661460,-4.002689,1.584963,0.416466
3181,26.508333,-0.004693,0.749136,-0.007875,-0.662353,-4.002369,1.584906,0.417433
3182,26.516667,-0.004157,0.748630,-0.007680,-0.662931,-4.001958,1.584831,0.418482
3183,26.525000,-0.005236,0.748041,-0.008245,-0.663581,-4.001406,1.584583,0.419732
3184,26.533333,-0.005370,0.748055,-0.008354,-0.663562,-4.000680,1.584452,0.420805
3185,26.541667,-0.003896,0.746088,-0.007859,-0.665789,-4.000840,1.584456,0.421693
3186,26.550000,-0.004057,0.746439,-0.007995,-0.665393,-3.999975,1.584359,0.422941
3187,26.558333,-0.004106,0.745912,-0.008323,-0.665980,-3.999490,1.584232,0.423962
3188,26.566667,-0.004190,0.745328,-0.008326,-0.666633,-3.999098,1.584102,0.424971
3189,26.575000,-0.004044,0.744779,-0.007997,-0.667251,-3.998566,1.584027,0.425985
3190,26.583333,-0.004734,0.744943,-0.007857,-0.667065,-3.997877,1.584110,0.426966
3191,26.591667,-0.005147,0.744276,-0.008854,-0.667794,-3.997292,1.583636,0.428224
3192,26.600000,-0.004802,0.743259,-0.008954,-0.668927,-3.996930,1.583455,0.429197
3193,26.608333,-0.003752,0.742966,-0.008833,-0.669261,-3.996574,1.583540,0.430197
3194,26.616667,-0.005005,0.742620,-0.009243,-0.669631,-3.995890,1.583205,0.431274
3195,26.625000,-0.004315,0.741992,-0.009088,-0.670333,-3.995606,1.583283,0.432256
3196,26.633333,-0.004126,0.741305,-0.009043,-0.671095,-3.995195,1.583256,0.433192
3197,26.641667,-0.004240,0.741378,-0.008883,-0.671015,-3.994439,1.583184,0.434268
3198,26.650000,-0.004630,0.740709,-0.008921,-0.671750,-3.993994,1.583145,0.435313
3199,26.658333,-0.005133,0.740126,-0.009441,-0.672382,-3.993408,1.582811,0.436301
3200,26.666667,-0.004407,0.740087,-0.009239,-0.672434,-3.992908,1.582943,0.437321
3201,26.675000,-0.001870,0.739352,-0.009259,-0.673253,-3.992707,1.582666,0.438257
3202,26.683333,-0.004715,0.739043,-0.009414,-0.673576,-3.991992,1.582744,0.439306
3203,26.691667,-0.004624,0.738533,-0.009579,-0.674133,-3.991517,1.582643,0.440216
3204,26.700000,-0.005199,0.738615,-0.009581,-0.674040,-3.990740,1.582396,0.441220
3205,26.708333,-0.004721,0.738110,-0.009411,-0.674598,-3.990259,1.582500,0.442162
3206,26.716667,-0.005236,0.737474,-0.009805,-0.675284,-3.989767,1.582311,0.443090
3207,26.725000,-0.005463,0.737172,-0.009836,-0.675612,-3.989176,1.582139,0.444002
3208,26.733333,-0.004503,0.736720,-0.009430,-0.676117,-3.988774,1.582342,0.444896
3209,26.741667,-0.005741,0.737045,-0.010413,-0.675739,-3.987911,1.582032,0.445886
3210,26.750000,-0.004950,0.735936,-0.009574,-0.676965,-3.987510,1.581993,0.446832
3211,26.758333,-0.005108,0.735293,-0.009003,-0.677671,-3.987319,1.582220,0.448131
3212,26.766667,-0.006778,0.735639,-0.009201,-0.677277,-3.986490,1.582105,0.448985
3213,26.775000,-0.006673,0.734980,-0.008332,-0.678005,-3.986198,1.582246,0.450005
3214,26.783333,-0.007080,0.734431,-0.007871,-0.678601,-3.985845,1.582381,0.451098
3215,26.791667,-0.008738,0.734317,-0.007338,-0.678711,-3.985064,1.582242,0.452207
3216,26.800000,-0.009559,0.733774,-0.006063,-0.679299,-3.984727,1.582532,0.453461
3217,26.808333,-0.011514,0.733571,-0.005161,-0.679496,-3.984279,1.582662,0.454572
3218,26.816667,-0.012936,0.732965,-0.003437,-0.680134,-3.983813,1.582927,0.455926
3219,26.825000,-0.014817,0.733226,-0.002097,-0.679820,-3.983116,1.583109,0.457017
3220,26.833333,-0.018806,0.732636,-0.000836,-0.680360,-3.982774,1.583198,0.458733
3221,26.841667,-0.021079,0.731973,0.001145,-0.681007,-3.982424,1.583384,0.460133
3222,26.850000,-0.023553,0.731581,0.003322,-0.681340,-3.982088,1.583561,0.461566
3223,26.858333,-0.026949,0.731538,0.005522,-0.681246,-3.981608,1.584003,0.463328
3224,26.866667,-0.029859,0.730877,0.007746,-0.681812,-3.981302,1.584248,0.465018
3225,26.875000,-0.032628,0.730350,0.009953,-0.682221,-3.980973,1.584262,0.466780
3226,26.883333,-0.036614,0.730223,0.012456,-0.682114,-3.980620,1.584685,0.468371
3227,26.891667,-0.039917,0.729938,0.014556,-0.682191,-3.980195,1.585065,0.470320
3228,26.900000,-0.043288,0.729388,0.016090,-0.682540,-3.979957,1.585247,0.471915
3229,26.908333,-0.045740,0.728956,0.018350,-0.682784,-3.979674,1.585539,0.473833
3230,26.916667,-0.049422,0.729018,0.020376,-0.682404,-3.979095,1.585721,0.475873
3231,26.925000,-0.051350,0.728625,0.021716,-0.682640,-3.978964,1.585864,0.477641
3232,26.933333,-0.052378,0.727545,0.023146,-0.683666,-3.978870,1.586057,0.479440
3233,26.941667,-0.055658,0.727698,0.023633,-0.683227,-3.978284,1.585999,0.481455
3234,26.950000,-0.056951,0.727714,0.024284,-0.683081,-3.978117,1.586063,0.483099
3235,26.958333,-0.057998,0.727278,0.025107,-0.683428,-3.977848,1.586011,0.485088
3236,26.966667,-0.058831,0.727559,0.025087,-0.683057,-3.977393,1.586126,0.486860
3237,26.975000,-0.058621,0.727353,0.024895,-0.683302,-3.977015,1.586021,0.488613
3238,26.983333,-0.058616,0.726624,0.024322,-0.684098,-3.977080,1.585878,0.490441
3239,26.991667,-0.058382,0.727325,0.023753,-0.683393,-3.976327,1.585708,0.492301
3240,27.000000,-0.056840,0.727055,0.022543,-0.683851,-3.976108,1.585611,0.494037
3241,27.008333,-0.055218,0.726568,0.021266,-0.684542,-3.976053,1.585387,0.495814
3242,27.016667,-0.053470,0.727285,0.020116,-0.683954,-3.975456,1.585191,0.497525
3243,27.025000,-0.055907,0.725463,0.017020,-0.685775,-3.976038,1.585261,0.499598
3244,27.033333,-0.049647,0.726506,0.017679,-0.685136,-3.975107,1.584696,0.501524
3245,27.041667,-0.046901,0.726671,0.015791,-0.685201,-3.974627,1.584569,0.503371
3246,27.050000,-0.044578,0.726616,0.014155,-0.685450,-3.974402,1.584134,0.505411
3247,27.058333,-0.042330,0.726893,0.012662,-0.685328,-3.973969,1.583813,0.507447
3248,27.066667,-0.040839,0.725725,0.010633,-0.686689,-3.974166,1.583500,0.509313
3249,27.075000,-0.037363,0.726688,0.009975,-0.685878,-3.973408,1.583449,0.511679
3250,27.083333,-0.034857,0.726512,0.008598,-0.686215,-3.973202,1.583087,0.513895
3251,27.091667,-0.032929,0.726070,0.007019,-0.686796,-3.973258,1.582758,0.516223
3252,27.100000,-0.030477,0.726188,0.006297,-0.686791,-3.972803,1.582502,0.518513
3253,27.108333,-0.028355,0.725915,0.005508,-0.687178,-3.972666,1.582300,0.521128
3254,27.116667,-0.026621,0.726221,0.004460,-0.686931,-3.972360,1.582046,0.523514
3255,27.125000,-0.024706,0.725465,0.003153,-0.687809,-3.972398,1.581737,0.525986
3256,27.133333,-0.023350,0.726183,0.002712,-0.687099,-3.971934,1.581537,0.528505
3257,27.141667,-0.026249,0.723589,0.000115,-0.689732,-3.972931,1.581929,0.531295
3258,27.150000,-0.020447,0.725208,0.001899,-0.688223,-3.972189,1.581423,0.533870
3259,27.158333,-0.019956,0.724823,0.000532,-0.688646,-3.971892,1.580903,0.536735
3260,27.166667,-0.019285,0.725321,0.000651,-0.688141,-3.971678,1.580830,0.539530
3261,27.175000,-0.018436,0.725130,-0.000179,-0.688365,-3.971577,1.580723,0.542139
3262,27.183333,-0.017219,0.724375,0.000153,-0.689191,-3.971838,1.580571,0.545289
3263,27.191667,-0.017119,0.724400,-0.000365,-0.689167,-3.971603,1.580321,0.547987
3264,27.200000,-0.016623,0.724599,-0.000334,-0.688970,-3.971460,1.580307,0.550854
3265,27.208333,-0.017112,0.725035,-0.000850,-0.688499,-3.971237,1.579967,0.553991
3266,27.216667,-0.018612,0.723362,-0.001898,-0.690216,-3.972070,1.580147,0.556783
3267,27.225000,-0.016132,0.724190,-0.001420,-0.689411,-3.971426,1.579737,0.559770
3268,27.233333,-0.016487,0.724493,-0.002034,-0.689083,-3.971276,1.579489,0.562586
3269,27.241667,-0.015433,0.724052,-0.001586,-0.689571,-3.971422,1.579551,0.565626
3270,27.250000,-0.015483,0.723626,-0.001830,-0.690016,-3.971462,1.579308,0.568667
3271,27.258333,-0.016123,0.724159,-0.002803,-0.689439,-3.971390,1.579155,0.571580
3272,27.266667,-0.014708,0.723996,-0.001786,-0.689646,-3.971431,1.579347,0.574640
3273,27.275000,-0.016399,0.722498,-0.003478,-0.691170,-3.971746,1.579123,0.577491
3274,27.283333,-0.015188,0.723797,-0.003346,-0.689838,-3.971424,1.578727,0.580581
3275,27.291667,-0.014763,0.723359,-0.003001,-0.690307,-3.971440,1.578803,0.583867
3276,27.300000,-0.014730,0.723560,-0.003770,-0.690094,-3.971489,1.578678,0.586719
3277,27.308333,-0.014300,0.723385,-0.003728,-0.690286,-3.971320,1.578635,0.589877
3278,27.316667,-0.014574,0.723356,-0.004223,-0.690308,-3.971524,1.578439,0.592951
3279,27.325000,-0.013863,0.723182,-0.003919,-0.690507,-3.971459,1.578464,0.596022
3280,27.333333,-0.011440,0.722543,-0.004250,-0.691218,-3.971848,1.578422,0.599108
3281,27.341667,-0.013880,0.723245,-0.004713,-0.690436,-3.971518,1.578249,0.602023
3282,27.350000,-0.013111,0.723146,-0.004847,-0.690554,-3.971389,1.578195,0.605157
3283,27.358333,-0.012821,0.723273,-0.004299,-0.690430,-3.971496,1.578488,0.608219
3284,27.366667,-0.012432,0.722676,-0.004772,-0.691058,-3.971684,1.578283,0.611341
3285,27.375000,-0.012550,0.722877,-0.005086,-0.690844,-3.971709,1.578315,0.614466
3286,27.383333,-0.012183,0.723167,-0.005572,-0.690543,-3.971415,1.578134,0.617580
3287,27.391667,-0.011439,0.722491,-0.005120,-0.691266,-3.971810,1.578256,0.620718
3288,27.400000,-0.012118,0.723360,-0.005766,-0.690341,-3.971427,1.578124,0.623620
3289,27.408333,,,,,,,
3290,27.416667,,,,,,,
3291,27.425000,,,,,,,
3292,27.433333,,,,,,,
3293,27.441667,-0.010883,0.723006,-0.005420,-0.690735,-3.971760,1.578350,0.639472
3294,27.450000,-0.010230,0.722882,-0.005643,-0.690873,-3.972036,1.578498,0.642376
3295,27.458333,-0.011226,0.723216,-0.006017,-0.690504,-3.971796,1.578285,0.645716
3296,27.466667,-0.010462,0.723072,-0.006113,-0.690667,-3.971972,1.578421,0.648554
3297,27.475000,-0.010182,0.722949,-0.005573,-0.690804,-3.972106,1.578683,0.651947
3298,27.483333,-0.010722,0.722785,-0.006295,-0.690961,-3.972248,1.578510,0.654949
3299,27.491667,-0.010879,0.722951,-0.006071,-0.690787,-3.972271,1.578741,0.658261
3300,27.500000,-0.010949,0.723260,-0.006231,-0.690461,-3.972180,1.578622,0.661424
3301,27.508333,-0.010908,0.723266,-0.006325,-0.690455,-3.972386,1.578762,0.664393
3302,27.516667,-0.010893,0.723357,-0.006354,-0.690359,-3.972203,1.578830,0.667728
3303,27.525000,-0.010402,0.723115,-0.006094,-0.690623,-3.972468,1.579028,0.670739
3304,27.533333,-0.011528,0.723266,-0.006726,-0.690440,-3.972588,1.578955,0.673936
3305,27.541667,-0.011076,0.723430,-0.006673,-0.690276,-3.972720,1.579287,0.676856
3306,27.550000,-0.011036,0.723602,-0.006726,-0.690097,-3.972671,1.579422,0.680273
3307,27.558333,-0.011591,0.723539,-0.006940,-0.690151,-3.972864,1.579407,0.683374
3308,27.566667,-0.011448,0.723440,-0.007081,-0.690256,-3.972977,1.579578,0.686399
3309,27.575000,-0.011235,0.723456,-0.007306,-0.690240,-3.973218,1.579632,0.689561
3310,27.583333,-0.011581,0.723716,-0.006888,-0.689967,-3.973149,1.579912,0.692905
3311,27.591667,-0.011410,0.723474,-0.007036,-0.690222,-3.973427,1.580030,0.695987
3312,27.600000,-0.011639,0.723710,-0.007361,-0.689967,-3.973408,1.580094,0.699087
3313,27.608333,-0.011622,0.723946,-0.006979,-0.689723,-3.973529,1.580288,0.702352
3314,27.616667,-0.011415,0.724370,-0.007479,-0.689276,-3.973357,1.580536,0.705476
3315,27.625000,-0.015547,0.722666,-0.009136,-0.690962,-3.974574,1.581186,0.708421
3316,27.633333,-0.011882,0.724229,-0.007378,-0.689418,-3.973766,1.580842,0.711659
3317,27.641667,-0.011822,0.724600,-0.007405,-0.689029,-3.973851,1.581002,0.714727
3318,27.650000,-0.011711,0.724079,-0.007555,-0.689576,-3.974330,1.581288,0.717900
3319,27.658333,-0.011141,0.724380,-0.007058,-0.689275,-3.974434,1.581574,0.720970
3320,27.666667,-0.011663,0.724496,-0.007422,-0.689140,-3.974288,1.581507,0.724340
3321,27.675000,-0.011468,0.724758,-0.007111,-0.688872,-3.974548,1.581795,0.727381
3322,27.683333,-0.011350,0.724463,-0.007025,-0.689184,-3.974874,1.582178,0.730462
3323,27.691667,-0.011750,0.725189,-0.007425,-0.688410,-3.974757,1.582170,0.733626
3324,27.700000,-0.011524,0.725022,-0.007392,-0.688589,-3.974923,1.582516,0.737062
3325,27.708333,-0.011633,0.725181,-0.007233,-0.688422,-3.975112,1.582631,0.740021
3326,27.716667,-0.011623,0.725746,-0.006878,-0.687830,-3.975100,1.582900,0.743209
3327,27.725000,-0.010212,0.724816,-0.006866,-0.688833,-3.975880,1.583225,0.746477
3328,27.733333,-0.011759,0.725511,-0.006741,-0.688077,-3.975549,1.583482,0.749467
3329,27.741667,-0.011753,0.725621,-0.006832,-0.687960,-3.975760,1.583549,0.752630
3330,27.750000,-0.012563,0.726202,-0.006764,-0.687333,-3.975800,1.583820,0.755856
3331,27.758333,-0.012024,0.726151,-0.006346,-0.687401,-3.976037,1.584235,0.758941
3332,27.766667,-0.014786,0.725400,-0.007238,-0.688131,-3.976809,1.584679,0.762190
3333,27.775000,-0.012131,0.726581,-0.006691,-0.686941,-3.976336,1.584616,0.765323
3334,27.783333,-0.012664,0.726638,-0.006648,-0.686872,-3.976575,1.584861,0.768564
3335,27.791667,-0.011715,0.726412,-0.006162,-0.687132,-3.977084,1.585264,0.771654
3336,27.800000,-0.012574,0.726503,-0.006382,-0.687018,-3.977111,1.585484,0.774826
3337,27.808333,-0.014301,0.726219,-0.006843,-0.687281,-3.977625,1.585825,0.777741
3338,27.816667,-0.013181,0.727166,-0.006215,-0.686307,-3.977416,1.585949,0.781219
3339,27.825000,-0.012160,0.726799,-0.006147,-0.686715,-3.977989,1.586349,0.784421
3340,27.833333,-0.012959,0.727292,-0.006001,-0.686180,-3.977867,1.586470,0.787732
3341,27.841667,-0.013573,0.727884,-0.006226,-0.685538,-3.978117,1.586771,0.790738
3342,27.850000,-0.013955,0.727146,-0.006338,-0.686311,-3.978472,1.587048,0.793674
3343,27.858333,-0.013192,0.727945,-0.005996,-0.685483,-3.978707,1.587235,0.797145
3344,27.866667,-0.013240,0.728089,-0.005994,-0.685329,-3.978775,1.587593,0.800277
3345,27.875000,-0.013393,0.727715,-0.006261,-0.685720,-3.979286,1.587777,0.803470
3346,27.883333,-0.013127,0.728372,-0.005763,-0.685032,-3.979278,1.588033,0.806708
3347,27.891667,-0.014906,0.727838,-0.006592,-0.685555,-3.979858,1.588363,0.809674
3348,27.900000,-0.013266,0.728670,-0.005548,-0.684714,-3.979881,1.588725,0.813065
3349,27.908333,-0.013937,0.728794,-0.006156,-0.684564,-3.980212,1.588902,0.816368
3350,27.916667,-0.013649,0.729065,-0.005713,-0.684285,-3.980383,1.589231,0.819470
3351,27.925000,-0.013723,0.729149,-0.005905,-0.684191,-3.980652,1.589276,0.822671
3352,27.933333,-0.017005,0.728333,-0.006728,-0.684979,-3.981608,1.589991,0.825983
3353,27.941667,-0.014278,0.729623,-0.005813,-0.683676,-3.981113,1.589960,0.829089
3354,27.950000,-0.014181,0.729593,-0.005546,-0.683712,-3.981668,1.590303,0.832424
3355,27.958333,-0.014072,0.729640,-0.005633,-0.683663,-3.981955,1.590560,0.835591
3356,27.966667,-0.014347,0.730464,-0.005487,-0.682779,-3.981979,1.590778,0.838712
3357,27.975000,-0.012469,0.729080,-0.005358,-0.684294,-3.982864,1.591105,0.842170
3358,27.983333,-0.014196,0.730001,-0.005386,-0.683278,-3.982929,1.591368,0.845287
3359,27.991667,-0.014381,0.730361,-0.005129,-0.682890,-3.983059,1.591655,0.848684
3360,28.000000,-0.014301,0.730307,-0.004959,-0.682951,-3.983433,1.592050,0.851962
3361,28.008333,-0.014380,0.731411,-0.005107,-0.681766,-3.983409,1.592147,0.855112
3362,28.016667,-0.013847,0.730660,-0.004935,-0.682583,-3.984195,1.592452,0.858237
