Format Version,1.23,Take Name,Take 2024-07-17 09.12.15 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-07-17 09.12.15.319 AM,Total Frames in Take,11539,Total Exported Frames,11539,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
10744,89.533333,-0.007318,0.999133,-0.011886,0.039234,-1.056102,0.246554,0.252912
10745,89.541667,-0.006591,0.999152,-0.012117,0.038792,-1.056187,0.246371,0.253083
10746,89.550000,-0.005859,0.999171,-0.011362,0.038655,-1.056297,0.246354,0.253125
10747,89.558333,-0.005631,0.999148,-0.011846,0.039141,-1.056150,0.245999,0.253488
10748,89.566667,-0.005413,0.999142,-0.012274,0.039195,-1.056362,0.245621,0.253584
10749,89.575000,-0.007114,0.999088,-0.013567,0.039851,-1.056557,0.245888,0.253736
10750,89.583333,-0.006884,0.999173,-0.013336,0.037798,-1.056696,0.245624,0.253156
10751,89.591667,-0.006712,0.999157,-0.012973,0.038363,-1.056890,0.245100,0.253549
10752,89.600000,-0.005122,0.999180,-0.010145,0.038850,-1.056686,0.244341,0.254361
10753,89.608333,-0.005872,0.999183,-0.006686,0.039431,-1.056723,0.244436,0.254547
10754,89.616667,-0.006523,0.999243,-0.009576,0.037135,-1.056988,0.243735,0.254381
10755,89.625000,-0.004151,0.999183,-0.007559,0.039485,-1.057007,0.242717,0.255504
10756,89.633333,-0.005352,0.999223,-0.007043,0.038411,-1.057406,0.241834,0.255532
10757,89.641667,-0.004786,0.999221,-0.006348,0.038654,-1.057721,0.241194,0.255743
10758,89.650000,-0.006521,0.999244,-0.004570,0.038055,-1.057790,0.240664,0.255793
10759,89.658333,-0.007584,0.999261,-0.005002,0.037355,-1.057809,0.239902,0.255714
10760,89.666667,-0.007144,0.999304,-0.003185,0.036486,-1.057941,0.238521,0.256089
10761,89.675000,-0.006600,0.999202,-0.002185,0.039331,-1.057776,0.237599,0.257486
10762,89.683333,-0.009347,0.999264,-0.004470,0.036927,-1.058432,0.238437,0.256125
10763,89.691667,-0.008611,0.999178,-0.005955,0.039168,-1.058800,0.238877,0.255781
10764,89.700000,-0.010695,0.999224,-0.009148,0.036784,-1.059051,0.239423,0.254578
10765,89.708333,-0.010129,0.999166,-0.007483,0.038833,-1.059450,0.239450,0.254934
10766,89.716667,-0.012846,0.999197,-0.009642,0.036696,-1.060137,0.239901,0.253730
10767,89.725000,-0.011261,0.999269,-0.006976,0.035851,-1.060290,0.240366,0.253367
10768,89.733333,-0.012415,0.999224,-0.008622,0.036370,-1.060507,0.240542,0.253217
10769,89.741667,-0.011783,0.999201,-0.007389,0.037468,-1.060689,0.240519,0.253624
10770,89.750000,-0.015210,0.999229,-0.008478,0.035201,-1.061310,0.241130,0.252746
10771,89.758333,-0.014747,0.999280,-0.008240,0.033960,-1.061494,0.240949,0.252190
10772,89.766667,-0.013023,0.999319,-0.005092,0.034145,-1.061498,0.240562,0.252460
10773,89.775000,-0.013592,0.999304,-0.005648,0.034282,-1.061785,0.240449,0.252324
10774,89.783333,-0.012476,0.999316,-0.003941,0.034580,-1.061921,0.240013,0.252447
10775,89.791667,-0.012655,0.999318,-0.004007,0.034463,-1.062105,0.239818,0.252298
10776,89.800000,-0.013308,0.999347,-0.005258,0.033192,-1.062256,0.239850,0.251496
10777,89.808333,-0.013236,0.999352,-0.005586,0.033007,-1.062196,0.239792,0.251243
10778,89.816667,-0.011360,0.999309,-0.004939,0.035037,-1.062196,0.238949,0.251653
10779,89.825000,-0.013034,0.999350,-0.007887,0.032680,-1.062659,0.238954,0.250126
10780,89.833333,-0.011943,0.999332,-0.007084,0.033810,-1.062753,0.238507,0.250469
10781,89.841667,-0.011829,0.999376,-0.008656,0.032138,-1.063281,0.238698,0.249399
10782,89.850000,-0.012493,0.999304,-0.008089,0.034219,-1.063277,0.238727,0.249876
10783,89.858333,-0.016180,0.999306,-0.009272,0.032232,-1.063701,0.239341,0.248872
10784,89.866667,-0.017306,0.999317,-0.008634,0.031490,-1.064040,0.239637,0.248609
10785,89.875000,-0.017907,0.999304,-0.007589,0.031817,-1.064408,0.239617,0.248756
10786,89.883333,-0.018439,0.999297,-0.006469,0.031983,-1.064693,0.239713,0.248833
10787,89.891667,-0.019766,0.999266,-0.008514,0.031689,-1.064834,0.239973,0.248215
10788,89.900000,-0.019867,0.999252,-0.007453,0.032324,-1.065089,0.239668,0.248561
10789,89.908333,-0.020489,0.999263,-0.008069,0.031449,-1.065270,0.239585,0.248012
10790,89.916667,-0.020376,0.999261,-0.008712,0.031417,-1.065430,0.239437,0.247722
10791,89.925000,-0.019982,0.999268,-0.008579,0.031470,-1.065532,0.239062,0.247718
10792,89.933333,-0.019998,0.999258,-0.008970,0.031674,-1.065745,0.238964,0.247638
10793,89.941667,-0.019608,0.999262,-0.009045,0.031777,-1.065719,0.238822,0.247591
10794,89.950000,-0.020500,0.999249,-0.011008,0.031000,-1.065883,0.239440,0.246877
10795,89.958333,-0.021770,0.999244,-0.010503,0.030447,-1.066211,0.239847,0.246822
10796,89.966667,-0.020974,0.999243,-0.010849,0.030901,-1.065956,0.239772,0.246872
10797,89.975000,-0.020480,0.999261,-0.008596,0.031359,-1.066102,0.239638,0.247086
10798,89.983333,-0.019940,0.999250,-0.008581,0.032061,-1.065973,0.239482,0.247361
10799,89.991667,-0.019856,0.999251,-0.008644,0.032088,-1.065969,0.239440,0.247348
10800,90.000000,-0.020170,0.999248,-0.009573,0.031693,-1.065920,0.239528,0.247154
10801,90.008333,-0.020297,0.999244,-0.010068,0.031605,-1.065935,0.239528,0.247108
10802,90.016667,-0.020600,0.999256,-0.008919,0.031374,-1.066039,0.239533,0.247144
10803,90.025000,-0.020394,0.999237,-0.009180,0.032023,-1.065897,0.239420,0.247386
10804,90.033333,-0.019442,0.999252,-0.007711,0.032517,-1.065910,0.239082,0.247975
10805,90.041667,-0.021006,0.999240,-0.008580,0.031693,-1.066040,0.239606,0.247317
10806,90.050000,-0.020318,0.999251,-0.007988,0.031952,-1.066017,0.239232,0.247657
10807,90.058333,-0.021036,0.999254,-0.008263,0.031305,-1.066220,0.239520,0.247326
10808,90.066667,-0.020341,0.999247,-0.008174,0.032012,-1.065956,0.239291,0.247542
10809,90.075000,-0.019948,0.999243,-0.008369,0.032319,-1.065902,0.239186,0.247650
10810,90.083333,-0.020000,0.999247,-0.008705,0.032081,-1.065987,0.239356,0.247391
10811,90.091667,-0.021032,0.999248,-0.009759,0.031079,-1.066238,0.239674,0.247029
10812,90.100000,-0.019288,0.999283,-0.008653,0.031412,-1.065958,0.239042,0.247349
10813,90.108333,-0.017804,0.999348,-0.000990,0.031414,-1.065235,0.239599,0.246899
10814,90.116667,-0.019409,0.999265,-0.009142,0.031775,-1.065902,0.239049,0.247218
10815,90.125000,-0.019719,0.999252,-0.009106,0.031989,-1.065857,0.239289,0.247373
10816,90.133333,-0.019803,0.999265,-0.009000,0.031578,-1.065828,0.239357,0.247224
10817,90.141667,-0.019975,0.999262,-0.009871,0.031306,-1.065646,0.239480,0.247113
10818,90.150000,-0.019864,0.999276,-0.008995,0.031188,-1.065757,0.239492,0.247090
10819,90.158333,-0.018884,0.999282,-0.008844,0.031626,-1.065561,0.239066,0.247252
10820,90.166667,-0.017663,0.999305,-0.008532,0.031694,-1.065230,0.238613,0.247483
10821,90.175000,-0.018502,0.999293,-0.009904,0.031183,-1.065250,0.239104,0.247102
10822,90.183333,-0.018485,0.999284,-0.009431,0.031632,-1.065350,0.239056,0.247358
10823,90.191667,-0.018249,0.999303,-0.008950,0.031296,-1.065255,0.239015,0.247324
10824,90.200000,-0.019243,0.999290,-0.008875,0.031155,-1.065379,0.239406,0.247185
10825,90.208333,-0.018622,0.999279,-0.008540,0.031955,-1.065193,0.239218,0.247590
10826,90.216667,-0.018288,0.999283,-0.008492,0.032050,-1.064999,0.239133,0.247606
10827,90.225000,-0.018945,0.999270,-0.009240,0.031846,-1.065130,0.239333,0.247448
10828,90.233333,-0.018173,0.999299,-0.008609,0.031587,-1.064967,0.239074,0.247449
10829,90.241667,-0.018469,0.999292,-0.009267,0.031427,-1.065012,0.239072,0.247373
10830,90.250000,-0.018150,0.999306,-0.008466,0.031396,-1.064956,0.238926,0.247467
10831,90.258333,-0.016591,0.999377,-0.000550,0.031145,-1.064541,0.239485,0.246897
10832,90.266667,-0.019038,0.999285,-0.008426,0.031564,-1.064945,0.239370,0.247338
10833,90.275000,-0.018683,0.999293,-0.009642,0.031167,-1.064974,0.239208,0.247193
10834,90.283333,-0.018292,0.999295,-0.009728,0.031322,-1.064908,0.239080,0.247187
10835,90.291667,-0.018160,0.999308,-0.008821,0.031253,-1.065125,0.238865,0.247356
10836,90.300000,-0.018243,0.999295,-0.008648,0.031647,-1.065143,0.238916,0.247465
10837,90.308333,-0.018686,0.999284,-0.008875,0.031694,-1.065185,0.239012,0.247358
10838,90.316667,-0.018914,0.999285,-0.008364,0.031644,-1.065257,0.238988,0.247537
10839,90.325000,-0.018683,0.999290,-0.008768,0.031518,-1.065362,0.238921,0.247386
10840,90.333333,-0.019806,0.999267,-0.009024,0.031491,-1.065530,0.239183,0.247297
10841,90.341667,-0.019384,0.999269,-0.008845,0.031744,-1.065540,0.239088,0.247386
10842,90.350000,-0.020022,0.999280,-0.009423,0.030832,-1.065955,0.239074,0.247061
10843,90.358333,-0.019706,0.999284,-0.009522,0.030861,-1.065839,0.238976,0.247056
10844,90.366667,-0.019109,0.999239,-0.007380,0.033186,-1.065704,0.238791,0.248195
10845,90.375000,-0.018507,0.999305,-0.007503,0.031466,-1.065757,0.238522,0.247656
10846,90.383333,-0.019228,0.999273,-0.008374,0.031839,-1.065706,0.238988,0.247480
10847,90.391667,-0.020650,0.999249,-0.008644,0.031618,-1.065865,0.239233,0.247096
10848,90.400000,-0.017614,0.999303,-0.000846,0.032896,-1.065415,0.239212,0.247170
10849,90.408333,-0.019970,0.999270,-0.008702,0.031374,-1.066094,0.238883,0.247156
10850,90.416667,-0.020319,0.999260,-0.009599,0.031205,-1.066118,0.239026,0.246933
10851,90.425000,-0.020036,0.999271,-0.008710,0.031296,-1.066138,0.238862,0.247124
10852,90.433333,-0.020363,0.999262,-0.009500,0.031143,-1.066120,0.239000,0.246918
10853,90.441667,-0.018605,0.999333,-0.000935,0.031403,-1.065457,0.239311,0.246665
10854,90.450000,-0.018401,0.999341,-0.001208,0.031279,-1.065506,0.239219,0.246610
10855,90.458333,-0.018353,0.999283,-0.001066,0.033087,-1.065581,0.239203,0.247052
10856,90.466667,-0.018547,0.999331,-0.001062,0.031493,-1.065497,0.239288,0.246680
10857,90.475000,-0.020300,0.999262,-0.009736,0.031114,-1.066121,0.238937,0.246869
10858,90.483333,-0.020871,0.999268,-0.009733,0.030538,-1.066168,0.239110,0.246678
10859,90.491667,-0.019974,0.999269,-0.008971,0.031337,-1.066135,0.238819,0.247069
10860,90.500000,-0.019962,0.999264,-0.009100,0.031473,-1.066090,0.238817,0.247013
10861,90.508333,-0.019718,0.999275,-0.008909,0.031340,-1.066029,0.238757,0.247037
10862,90.516667,-0.019162,0.999269,-0.008658,0.031940,-1.065680,0.238779,0.247322
10863,90.525000,-0.019655,0.999264,-0.009504,0.031527,-1.065784,0.238783,0.246955
10864,90.533333,-0.019423,0.999270,-0.008973,0.031651,-1.065749,0.238752,0.247097
10865,90.541667,-0.019645,0.999264,-0.009495,0.031551,-1.065733,0.238847,0.246984
10866,90.550000,-0.019088,0.999276,-0.008334,0.031849,-1.065522,0.238869,0.247430
10867,90.558333,-0.019104,0.999272,-0.008463,0.031907,-1.065537,0.238833,0.247409
10868,90.566667,-0.018876,0.999282,-0.008319,0.031776,-1.065438,0.238828,0.247422
10869,90.575000,-0.018722,0.999280,-0.008459,0.031899,-1.065413,0.238785,0.247406
10870,90.583333,-0.019295,0.999284,-0.009006,0.031279,-1.065582,0.238649,0.247112
10871,90.591667,-0.018836,0.999280,-0.008616,0.031801,-1.065531,0.238606,0.247266
10872,90.600000,-0.019712,0.999241,-0.008570,0.032500,-1.065619,0.239002,0.247429
10873,90.608333,-0.018835,0.999280,-0.008832,0.031737,-1.065516,0.238655,0.247214
10874,90.616667,-0.018610,0.999288,-0.008796,0.031614,-1.065428,0.238571,0.247177
10875,90.625000,-0.018660,0.999285,-0.008724,0.031706,-1.065481,0.238538,0.247229
10876,90.633333,-0.018815,0.999279,-0.009657,0.031523,-1.065378,0.238701,0.246970
10877,90.641667,-0.017115,0.999201,-0.006227,0.035593,-1.065068,0.238445,0.248857
10878,90.650000,-0.018891,0.999287,-0.009764,0.031186,-1.065436,0.238756,0.246877
10879,90.658333,-0.018484,0.999291,-0.008306,0.031729,-1.065291,0.238703,0.247398
10880,90.666667,-0.018697,0.999287,-0.008848,0.031576,-1.065421,0.238673,0.247135
10881,90.675000,-0.018431,0.999294,-0.007919,0.031779,-1.065151,0.238774,0.247586
10882,90.683333,-0.018381,0.999290,-0.008363,0.031808,-1.065227,0.238767,0.247408
10883,90.691667,-0.018919,0.999282,-0.009273,0.031474,-1.065367,0.238765,0.247093
10884,90.700000,-0.018817,0.999282,-0.009145,0.031586,-1.065491,0.238750,0.247169
10885,90.708333,,,,,,,
10886,90.716667,,,,,,,
10887,90.725000,-0.018044,0.999282,-0.007272,0.032507,-1.065181,0.238441,0.248091
10888,90.733333,-0.018153,0.999312,-0.008676,0.031152,-1.065190,0.238584,0.247094
10889,90.741667,-0.017508,0.999340,-0.008945,0.030565,-1.065061,0.238330,0.246942
10890,90.750000,-0.017638,0.999334,-0.009145,0.030596,-1.065082,0.238435,0.246859
10891,90.758333,-0.014812,0.999481,-0.001394,0.028559,-1.064871,0.238644,0.246191
10892,90.766667,-0.018276,0.999300,-0.007901,0.031660,-1.064759,0.239004,0.247623
10893,90.775000,-0.016529,0.999321,-0.000491,0.032938,-1.064534,0.239179,0.247296
10894,90.783333,-0.018440,0.999304,-0.007937,0.031452,-1.064855,0.239085,0.247608
10895,90.791667,-0.018997,0.999276,-0.009603,0.031524,-1.065196,0.239027,0.247046
10896,90.800000,-0.018456,0.999300,-0.008010,0.031529,-1.064896,0.239127,0.247568
10897,90.808333,-0.017386,0.999363,-0.000590,0.031175,-1.064720,0.239316,0.246796
10898,90.816667,-0.014908,0.999495,-0.001165,0.028024,-1.064951,0.238666,0.246101
10899,90.825000,-0.014831,0.999481,-0.001365,0.028560,-1.064936,0.238695,0.246098
10900,90.833333,-0.018059,0.999330,-0.008375,0.030704,-1.065153,0.238346,0.247000
10901,90.841667,-0.018258,0.999301,-0.008827,0.031390,-1.065154,0.238628,0.247075
10902,90.850000,-0.018402,0.999299,-0.008913,0.031373,-1.065217,0.238597,0.247185
10903,90.858333,-0.018564,0.999289,-0.009299,0.031480,-1.065377,0.238718,0.247061
10904,90.866667,-0.018351,0.999293,-0.009106,0.031514,-1.065282,0.238604,0.247142
10905,90.875000,-0.017864,0.999310,-0.008399,0.031479,-1.065089,0.238418,0.247246
10906,90.883333,-0.018434,0.999293,-0.008686,0.031607,-1.065341,0.238501,0.247204
10907,90.891667,-0.018157,0.999305,-0.008130,0.031526,-1.065388,0.238264,0.247362
10908,90.900000,-0.017263,0.999305,-0.000548,0.033025,-1.064863,0.239187,0.247388
10909,90.908333,-0.018287,0.999327,-0.007796,0.030842,-1.065697,0.238273,0.247224
10910,90.916667,-0.018984,0.999287,-0.008371,0.031551,-1.065449,0.238767,0.247370
10911,90.925000,-0.019660,0.999266,-0.008345,0.031810,-1.065682,0.238865,0.247384
10912,90.933333,-0.019749,0.999277,-0.008924,0.031224,-1.065923,0.238585,0.246943
10913,90.941667,-0.019212,0.999284,-0.007946,0.031598,-1.065889,0.238305,0.247108
10914,90.950000,-0.020597,0.999277,-0.008985,0.030686,-1.066274,0.238729,0.246698
10915,90.958333,-0.019628,0.999272,-0.008188,0.031662,-1.066465,0.238367,0.247056
10916,90.966667,-0.020781,0.999248,-0.009074,0.031446,-1.066813,0.238450,0.247021
10917,90.975000,-0.021291,0.999217,-0.009959,0.031838,-1.066640,0.238715,0.246678
10918,90.983333,-0.021796,0.999215,-0.009784,0.031604,-1.066921,0.238721,0.246729
10919,90.991667,-0.021867,0.999212,-0.009361,0.031778,-1.067205,0.238558,0.246838
10920,91.000000,-0.021703,0.999215,-0.008977,0.031903,-1.067267,0.238487,0.246984
10921,91.008333,-0.022479,0.999204,-0.009756,0.031493,-1.067397,0.238699,0.246624
10922,91.016667,-0.022029,0.999193,-0.008809,0.032425,-1.067401,0.238499,0.247025
10923,91.025000,-0.022920,0.999189,-0.009625,0.031673,-1.067632,0.238733,0.246685
10924,91.033333,-0.022945,0.999183,-0.009719,0.031820,-1.067769,0.238597,0.246716
10925,91.041667,-0.022516,0.999197,-0.009280,0.031813,-1.067761,0.238403,0.246788
10926,91.050000,-0.023188,0.999175,-0.009876,0.031862,-1.067707,0.238696,0.246584
10927,91.058333,-0.023328,0.999174,-0.010137,0.031687,-1.067840,0.238776,0.246529
10928,91.066667,-0.022894,0.999189,-0.009216,0.031823,-1.067982,0.238492,0.246826
10929,91.075000,-0.023186,0.999178,-0.009792,0.031794,-1.067858,0.238658,0.246651
10930,91.083333,-0.022414,0.999194,-0.008765,0.032127,-1.067883,0.238460,0.246829
10931,91.091667,-0.022054,0.999227,-0.008356,0.031440,-1.067803,0.238323,0.246806
10932,91.100000,-0.022790,0.999180,-0.009281,0.032156,-1.067817,0.238492,0.246914
10933,91.108333,-0.022580,0.999186,-0.008777,0.032247,-1.067844,0.238419,0.247035
10934,91.116667,-0.023140,0.999186,-0.009767,0.031558,-1.067840,0.238637,0.246596
10935,91.125000,-0.022424,0.999184,-0.008935,0.032390,-1.067724,0.238444,0.246839
10936,91.133333,-0.022121,0.999174,-0.008217,0.033079,-1.067539,0.238470,0.247352
10937,91.141667,-0.022603,0.999194,-0.009538,0.031786,-1.067729,0.238433,0.246746
10938,91.150000,-0.022242,0.999199,-0.008772,0.032081,-1.067697,0.238361,0.246974
10939,91.158333,-0.022861,0.999183,-0.009515,0.031947,-1.067525,0.238746,0.246773
10940,91.166667,-0.022305,0.999199,-0.009002,0.031989,-1.067677,0.238367,0.246925
10941,91.175000,-0.021751,0.999171,-0.007832,0.033495,-1.067397,0.238376,0.247542
10942,91.183333,-0.022623,0.999198,-0.009553,0.031635,-1.067488,0.238646,0.246702
10943,91.191667,-0.023229,0.999198,-0.009526,0.031192,-1.067773,0.238639,0.246532
10944,91.200000,-0.022168,0.999259,-0.001805,0.031421,-1.067027,0.239144,0.246058
10945,91.208333,-0.022253,0.999198,-0.009040,0.032044,-1.067651,0.238312,0.246891
10946,91.216667,-0.022679,0.999195,-0.009490,0.031703,-1.067727,0.238430,0.246774
10947,91.225000,-0.022285,0.999192,-0.009123,0.032168,-1.067601,0.238303,0.246868
10948,91.233333,-0.023423,0.999192,-0.009848,0.031140,-1.067742,0.238738,0.246364
10949,91.241667,-0.022570,0.999203,-0.009688,0.031452,-1.067713,0.238482,0.246543
10950,91.250000,-0.022090,0.999225,-0.003171,0.032436,-1.067223,0.238974,0.246381
10951,91.258333,-0.023351,0.999180,-0.009585,0.031672,-1.067760,0.238672,0.246584
10952,91.266667,-0.019463,0.999264,-0.005438,0.032612,-1.067714,0.238130,0.246843
10953,91.275000,-0.022037,0.999172,-0.008105,0.033228,-1.067528,0.238406,0.247402
10954,91.283333,-0.022139,0.999192,-0.008816,0.032372,-1.067710,0.238307,0.246956
10955,91.291667,-0.023135,0.999179,-0.009941,0.031736,-1.067796,0.238586,0.246582
10956,91.300000,-0.023052,0.999186,-0.010005,0.031556,-1.067761,0.238529,0.246507
10957,91.308333,-0.022611,0.999187,-0.009053,0.032126,-1.067967,0.238354,0.246929
10958,91.316667,-0.022380,0.999207,-0.009027,0.031671,-1.067926,0.238297,0.246618
10959,91.325000,-0.022490,0.999264,-0.002448,0.030967,-1.067458,0.239044,0.245966
10960,91.333333,-0.022778,0.999186,-0.009312,0.031978,-1.067889,0.238366,0.246786
10961,91.341667,-0.020782,0.999243,-0.006017,0.032348,-1.067806,0.238618,0.246660
10962,91.350000,-0.023318,0.999179,-0.009901,0.031600,-1.067876,0.238603,0.246517
10963,91.358333,-0.023963,0.999182,-0.010079,0.030993,-1.068051,0.238818,0.246253
10964,91.366667,-0.019558,0.999267,-0.005474,0.032446,-1.067655,0.238187,0.246946
10965,91.375000,-0.023690,0.999184,-0.009773,0.031222,-1.067940,0.238735,0.246409
10966,91.383333,-0.022806,0.999188,-0.009241,0.031910,-1.067927,0.238394,0.246807
10967,91.391667,-0.020480,0.999263,-0.005134,0.032059,-1.067847,0.238445,0.246345
10968,91.400000,-0.023605,0.999171,-0.010383,0.031489,-1.067963,0.238647,0.246356
10969,91.408333,-0.023740,0.999184,-0.009670,0.031227,-1.067972,0.238670,0.246470
10970,91.416667,-0.022480,0.999220,-0.009327,0.031095,-1.068241,0.238346,0.246410
10971,91.425000,-0.022407,0.999148,-0.007843,0.033754,-1.067557,0.238532,0.247526
10972,91.433333,-0.022709,0.999186,-0.009181,0.032041,-1.067862,0.238364,0.246831
10973,91.441667,-0.020924,0.999266,-0.005958,0.031528,-1.067906,0.238545,0.246287
10974,91.450000,-0.022407,0.999195,-0.008816,0.032085,-1.067880,0.238318,0.246850
10975,91.458333,-0.022581,0.999189,-0.003150,0.033200,-1.067252,0.239104,0.246754
10976,91.466667,-0.023506,0.999168,-0.010238,0.031725,-1.067950,0.238647,0.246452
10977,91.475000,-0.022406,0.999180,-0.008640,0.032593,-1.067883,0.238274,0.247128
10978,91.483333,-0.022292,0.999194,-0.008973,0.032162,-1.067851,0.238272,0.246862
10979,91.491667,-0.023108,0.999174,-0.009985,0.031892,-1.067822,0.238523,0.246598
10980,91.500000,,,,,,,
10981,91.508333,-0.022451,0.999199,-0.009006,0.031868,-1.067853,0.238331,0.246798
10982,91.516667,-0.022936,0.999180,-0.009644,0.031940,-1.067838,0.238378,0.246736
10983,91.525000,-0.022566,0.999183,-0.008921,0.032315,-1.067795,0.238331,0.246965
10984,91.533333,-0.022028,0.999175,-0.008209,0.033135,-1.067542,0.238374,0.247298
10985,91.541667,-0.022840,0.999190,-0.009664,0.031681,-1.067785,0.238362,0.246594
10986,91.550000,-0.023544,0.999185,-0.009826,0.031282,-1.067849,0.238656,0.246409
10987,91.558333,-0.022649,0.999191,-0.009428,0.031870,-1.067872,0.238350,0.246762
10988,91.566667,-0.022356,0.999170,-0.008016,0.033083,-1.067584,0.238525,0.247260
10989,91.575000,-0.022212,0.999193,-0.009055,0.032233,-1.067736,0.238199,0.246926
10990,91.583333,-0.022749,0.999186,-0.009383,0.031978,-1.067521,0.238675,0.246897
10991,91.591667,-0.023341,0.999174,-0.010230,0.031652,-1.067891,0.238598,0.246450
10992,91.600000,-0.022583,0.999176,-0.008292,0.032688,-1.067659,0.238490,0.247204
10993,91.608333,-0.023572,0.999177,-0.010339,0.031368,-1.067964,0.238702,0.246345
10994,91.616667,-0.022476,0.999187,-0.009065,0.032221,-1.067797,0.238285,0.246917
10995,91.625000,-0.022358,0.999193,-0.008867,0.032172,-1.067831,0.238235,0.246947
10996,91.633333,-0.022425,0.999195,-0.009069,0.032011,-1.067879,0.238256,0.246862
10997,91.641667,-0.022743,0.999186,-0.009096,0.032066,-1.067915,0.238341,0.246888
10998,91.650000,-0.023517,0.999185,-0.009876,0.031282,-1.067886,0.238665,0.246390
10999,91.658333,-0.022774,0.999185,-0.009370,0.031996,-1.067863,0.238324,0.246790
11000,91.666667,-0.022333,0.999160,-0.008177,0.033360,-1.067641,0.238395,0.247402
11001,91.675000,-0.022464,0.999186,-0.008981,0.032268,-1.067815,0.238253,0.246967
11002,91.683333,-0.022631,0.999182,-0.008961,0.032299,-1.067835,0.238316,0.246969
11003,91.691667,-0.023652,0.999183,-0.009893,0.031247,-1.067867,0.238729,0.246414
11004,91.700000,-0.022511,0.999195,-0.009280,0.031872,-1.067862,0.238242,0.246807
11005,91.708333,-0.022552,0.999193,-0.009134,0.031953,-1.067924,0.238248,0.246872
11006,91.716667,-0.023361,0.999175,-0.010303,0.031597,-1.067873,0.238615,0.246408
11007,91.725000,-0.021990,0.999161,-0.007896,0.033649,-1.067542,0.238324,0.247577
11008,91.733333,-0.022379,0.999194,-0.008851,0.032141,-1.067913,0.238223,0.247011
11009,91.741667,-0.022160,0.999175,-0.008284,0.033021,-1.067587,0.238336,0.247314
11010,91.750000,-0.020359,0.999400,-0.002801,0.027870,-1.067724,0.238517,0.245173
11011,91.758333,-0.022527,0.999159,-0.008138,0.033286,-1.067608,0.238495,0.247332
11012,91.766667,-0.022405,0.999193,-0.009408,0.031977,-1.067754,0.238232,0.246789
11013,91.775000,-0.022350,0.999191,-0.008828,0.032247,-1.067772,0.238259,0.246994
11014,91.783333,-0.023197,0.999198,-0.009603,0.031182,-1.067882,0.238550,0.246529
11015,91.791667,-0.022412,0.999200,-0.009485,0.031721,-1.067683,0.238316,0.246722
11016,91.800000,-0.022507,0.999187,-0.008958,0.032242,-1.067779,0.238267,0.246940
11017,91.808333,-0.019767,0.999280,-0.004506,0.032057,-1.067708,0.238309,0.246431
11018,91.816667,-0.022403,0.999196,-0.009320,0.031923,-1.067866,0.238179,0.246801
11019,91.825000,-0.021616,0.999166,-0.007418,0.033837,-1.067565,0.238275,0.247648
11020,91.833333,-0.024092,0.999180,-0.010576,0.030768,-1.067956,0.238845,0.246055
11021,91.841667,-0.022179,0.999194,-0.009141,0.032180,-1.067801,0.238155,0.246895
11022,91.850000,-0.022897,0.999181,-0.009378,0.032032,-1.067918,0.238373,0.246785
11023,91.858333,-0.023400,0.999198,-0.009594,0.031060,-1.068016,0.238620,0.246329
11024,91.866667,-0.022780,0.999187,-0.009957,0.031727,-1.067701,0.238400,0.246530
11025,91.875000,-0.022624,0.999177,-0.008719,0.032512,-1.067873,0.238336,0.247093
11026,91.883333,-0.019888,0.999273,-0.004384,0.032231,-1.067539,0.238361,0.246675
11027,91.891667,-0.022412,0.999193,-0.009048,0.032073,-1.067877,0.238239,0.246891
11028,91.900000,-0.022410,0.999199,-0.009187,0.031851,-1.067847,0.238235,0.246784
11029,91.908333,-0.022878,0.999184,-0.009553,0.031883,-1.067655,0.238575,0.246784
11030,91.916667,-0.021843,0.999190,-0.008262,0.032783,-1.067639,0.238223,0.247207
11031,91.925000,-0.022416,0.999199,-0.009172,0.031865,-1.067884,0.238262,0.246796
11032,91.933333,-0.022244,0.999201,-0.009097,0.031927,-1.067964,0.238239,0.246685
11033,91.941667,-0.024056,0.999180,-0.010519,0.030831,-1.067966,0.238811,0.246119
11034,91.950000,-0.023135,0.999176,-0.010248,0.031744,-1.067794,0.238506,0.246441
11035,91.958333,-0.022206,0.999206,-0.008331,0.032021,-1.067899,0.238347,0.246747
11036,91.966667,-0.023657,0.999188,-0.009992,0.031060,-1.067993,0.238679,0.246293
11037,91.975000,-0.022324,0.999197,-0.008998,0.032048,-1.067840,0.238229,0.246904
11038,91.983333,-0.022291,0.999194,-0.009012,0.032151,-1.067751,0.238256,0.246920
11039,91.991667,-0.022321,0.999191,-0.009067,0.032191,-1.067789,0.238239,0.246934
