sec,pos_x,pos_y,pos_z,x,y,z,w
1723185741.1856916,-0.034695129841566086,-0.0062669008038938046,0.00990354921668768,0.003109361523337104,0.0063496061624647385,-0.004483677430735862,0.9999649518546858
1723185741.2079356,-0.034886594861745834,-0.006386816501617432,0.009894449263811111,0.0031619977496777844,0.00611517727396415,-0.004275953169427801,0.9999671647522326
1723185741.2190568,-0.034886594861745834,-0.006386816501617432,0.009894449263811111,0.003162049323358788,0.006115084837163435,-0.004275913121242101,0.9999671647522326
1723185741.230179,-0.03504594787955284,-0.006407386623322964,0.010076688602566719,0.0032882138828590466,0.006191557406275701,-0.0042597480255055055,0.9999663600627822
1723185741.263544,-0.03500688821077347,-0.006408057641237974,0.010168075561523438,0.0034759568381349105,0.0065695772933742754,-0.0043998327972273946,0.9999626942470916
1723185741.2857864,-0.03432295471429825,-0.0061963703483343124,0.00994348805397749,0.0031739284677359085,0.006361222348213014,-0.004414039203984319,0.9999649742072108
1723185741.2969089,-0.03434522822499275,-0.006194628309458494,0.01009310781955719,0.003284928522857736,0.006300518862062014,-0.004258220666591634,0.9999656894877456
1723185741.3080297,-0.03446579724550247,-0.00635807029902935,0.010009897872805595,0.0031540000411794857,0.005985804015070329,-0.004146274113508053,0.9999685133506928
1723185741.46373,-0.03517822548747063,-0.006012913770973682,0.010146670043468475,0.003321390991098468,0.006545813923862717,-0.004607288184899451,0.999962448368729
1723185741.4859722,-0.034087881445884705,-0.006135127507150173,0.009737814776599407,0.0032268377099050373,0.0062471623513885265,-0.004492333306346163,0.9999651902815929
1723185741.6527898,-0.031739987432956696,-0.006118530407547951,0.00938291847705841,0.003218564404113988,0.006151138661477622,-0.004553339422178855,0.9999655404710096
1723185741.6639104,-0.03247249871492386,-0.0063653974793851376,0.009709039703011513,0.0033071451468948193,0.006342735699259785,-0.004584037634083737,0.9999639012854493
1723185741.686153,-0.032086316496133804,-0.006173791829496622,0.009557665325701237,0.0033402474105918476,0.006179254464651173,-0.004504851881670295,0.9999651902815929
1723185741.697238,-0.03219611570239067,-0.006123007275164127,0.009642292745411396,0.003344667144358074,0.006032833405451865,-0.004354745465269854,0.9999667251534464
1723185741.7306097,-0.032508838921785355,-0.005891989916563034,0.009961184114217758,0.003296695834104151,0.006014879271046429,-0.004340095881668286,0.9999670678914997
1723185741.7528577,-0.032128579914569855,-0.006080467253923416,0.009757718071341515,0.003147369676625281,0.006209707593852997,-0.004545702589114083,0.9999654287084432
1723185741.7751055,-0.03214114159345627,-0.005902231205254793,0.009920339100062847,0.0032252376564532743,0.006387301886910804,-0.0045849476374125965,0.9999638863837501
1723185741.786229,-0.032821301370859146,-0.0059161256067454815,0.009918960742652416,0.0030784845137323,0.00633254112648008,-0.004527599876189905,0.9999649593055275
1723185741.808477,-0.033017177134752274,-0.006039532832801342,0.010004019364714622,0.0031349117360029138,0.006023038534773244,-0.004297824623961972,0.9999677012115065
1723185741.8196003,-0.03366754949092865,-0.006107522640377283,0.009880226105451584,0.003110231695489006,0.005922751427563544,-0.004247485141704825,0.9999686027604713
1723185741.8418484,-0.0334971584379673,-0.006105984095484018,0.009970080107450485,0.00310756039692082,0.006172174195200368,-0.004457110365545635,0.999966188693649
1723185741.8752193,-0.033565033227205276,-0.006026164162904024,0.010089973919093609,0.003194684539011534,0.00646514892624259,-0.004641074473148989,0.9999632232579092
1723185741.9530852,-0.033954132348299026,-0.005929967388510704,0.010240678675472736,0.0031706980046559753,0.0065386883287688186,-0.004784021852333395,0.9999621652359941
