sec,pos_x,pos_y,pos_z,w,x,y,z
1723186330.809072,0.5261855125427246,0.27836817502975464,-0.45911484956741333,-0.135675311088562,0.00952497124671936,0.017900487408041954,0.9905458688735962
1723186330.8187928,0.5271153450012207,0.28065383434295654,-0.4631461501121521,-0.13633401691913605,0.010095312260091305,0.017796210944652557,0.9904516339302063
1723186330.829341,0.5280444622039795,0.2829342484474182,-0.46719205379486084,-0.13702769577503204,0.01087163481861353,0.01808476448059082,0.9903424978256226
1723186330.838984,0.5289493203163147,0.285213440656662,-0.47126349806785583,-0.1378532201051712,0.011384670622646809,0.018460148945450783,0.9902151823043823
1723186330.8486738,0.5298437476158142,0.2874957323074341,-0.47537150979042053,-0.13870733976364136,0.011677111499011517,0.019125688821077347,0.9900798797607422
1723186330.8590338,0.5307568907737732,0.2897646427154541,-0.47950127720832825,-0.13939611613750458,0.011974826455116272,0.019371962174773216,0.989974856376648
1723186330.869207,0.5316604375839233,0.2920384407043457,-0.48367035388946533,-0.13997460901737213,0.012254568748176098,0.019655700773000717,0.9898841381072998
1723186330.878772,0.5325532555580139,0.2943658232688904,-0.48786965012550354,-0.14050161838531494,0.012677755206823349,0.020062236115336418,0.989795982837677
1723186330.888546,0.5334221124649048,0.29669782519340515,-0.492121160030365,-0.1411115974187851,0.013033028692007065,0.020601119846105576,0.9896935820579529
1723186330.8986628,0.534275472164154,0.29900240898132324,-0.4964090585708618,-0.14175762236118317,0.012912177480757236,0.02085537649691105,0.989597499370575
1723186330.909122,0.5351415276527405,0.3013187348842621,-0.5007352232933044,-0.1421291083097458,0.012687386013567448,0.02078627422451973,0.9895485043525696
1723186330.918599,0.5359722971916199,0.3036169707775116,-0.5050738453865051,-0.1423589438199997,0.012742536142468452,0.020851973444223404,0.9895134568214417
1723186330.928397,0.53679358959198,0.3059421479701996,-0.5094543099403381,-0.14258114993572235,0.012804392725229263,0.021173814311623573,0.9894737601280212
1723186330.948392,0.5384485125541687,0.31062373518943787,-0.5182716846466064,-0.14306706190109253,0.012048106640577316,0.02207009494304657,0.9893935918807983
1723186330.9591699,0.5392553806304932,0.3129587769508362,-0.5227182507514954,-0.1430066078901291,0.011799880303442478,0.022441141307353973,0.9893969297409058
1723186330.968601,0.5400423407554626,0.3152930736541748,-0.5271869897842407,-0.1427651047706604,0.011605126783251762,0.02263815328478813,0.9894297122955322
1723186330.979076,0.5408207178115845,0.3176361918449402,-0.5316959619522095,-0.14270871877670288,0.011512605473399162,0.023373857140541077,0.9894217848777771
1723186330.9884799,0.541567862033844,0.31998497247695923,-0.5362228155136108,-0.14256305992603302,0.011378791183233261,0.02347337082028389,0.989441990852356
1723186330.999104,0.5422924757003784,0.32235366106033325,-0.5407900214195251,-0.14231270551681519,0.011161623522639275,0.023736070841550827,0.9894741773605347
1723186331.008422,0.5429703593254089,0.32468685507774353,-0.5453439354896545,-0.14184580743312836,0.011162891052663326,0.0234054122120142,0.9895490407943726
1723186331.0187879,0.543632984161377,0.3270343840122223,-0.5499248504638672,-0.14142121374607086,0.01144934818148613,0.023825079202651978,0.9895965456962585
1723186331.118378,0.5492616295814514,0.3500526249408722,-0.5968807935714722,-0.13681858777999878,0.013471763581037521,0.026703966781497,0.9901445508003235
1723186331.1282408,0.5497647523880005,0.35225188732147217,-0.6017154455184937,-0.13648128509521484,0.013390736654400826,0.02693847008049488,0.9901858568191528
1723186331.1387908,0.5502645969390869,0.35445913672447205,-0.6065797209739685,-0.13593758642673492,0.013048782013356686,0.027357473969459534,0.9902536273002625
1723186331.148721,0.5507606267929077,0.35667771100997925,-0.611426830291748,-0.1353399008512497,0.012959372252225876,0.027346163988113403,0.9903370141983032
1723186331.15821,0.5512414574623108,0.35890960693359375,-0.6163161993026733,-0.13490794599056244,0.012995727360248566,0.02808384969830513,0.9903748631477356
1723186331.168565,0.5517239570617676,0.3611176609992981,-0.621191143989563,-0.13463300466537476,0.012778175063431263,0.02826562523841858,0.9904099702835083
1723186331.178819,0.5521838068962097,0.36334171891212463,-0.6261062622070312,-0.13425222039222717,0.012311548925936222,0.02868245355784893,0.9904555082321167
1723186331.188231,0.5526062250137329,0.36553293466567993,-0.6310108304023743,-0.13371138274669647,0.01196777168661356,0.028492823243141174,0.9905384182929993
1723186331.1984699,0.5530125498771667,0.3677198588848114,-0.6359315514564514,-0.13321919739246368,0.011938154697418213,0.0286726001650095,0.9905998706817627
1723186331.2081609,0.55340975522995,0.3699015974998474,-0.6408648490905762,-0.1329168677330017,0.011935975402593613,0.02900322526693344,0.9906309247016907
1723186331.218667,0.5537887215614319,0.3720668852329254,-0.6458097696304321,-0.13264738023281097,0.01160409301519394,0.02910630591213703,0.9906679391860962
1723186331.2288618,0.5541419386863708,0.37421226501464844,-0.6507585048675537,-0.13230818510055542,0.011126335710287094,0.028970416635274887,0.9907227158546448
1723186331.2381449,0.5544655323028564,0.376333624124527,-0.6556960940361023,-0.13184227049350739,0.01111104991286993,0.028817804530262947,0.9907894134521484
1723186331.248111,0.5547435879707336,0.37843042612075806,-0.6606170535087585,-0.13143335282802582,0.01135493628680706,0.029106182977557182,0.9908325672149658
1723186331.258589,0.5550379157066345,0.38048484921455383,-0.6655443906784058,-0.13120639324188232,0.011348897591233253,0.02981036715209484,0.990841805934906
1723186331.268085,0.5552882552146912,0.3825116455554962,-0.6704636812210083,-0.13103067874908447,0.011131486855447292,0.03030077926814556,0.9908527135848999
1723186331.2781968,0.5555235147476196,0.38451483845710754,-0.6753870248794556,-0.1307305544614792,0.011122695170342922,0.03048904985189438,0.9908866286277771
1723186331.288373,0.5557643175125122,0.3865022659301758,-0.6803073883056641,-0.130376398563385,0.011136016808450222,0.030584439635276794,0.9909301996231079
1723186331.298074,0.5559606552124023,0.3885023593902588,-0.6852313876152039,-0.13004431128501892,0.01118982583284378,0.03071620501577854,0.990969181060791
1723186331.308069,0.5561501383781433,0.3904421627521515,-0.6901681423187256,-0.12992213666439056,0.011261402629315853,0.03117539919912815,0.9909700155258179
1723186331.318333,0.5563390851020813,0.3923596441745758,-0.695102334022522,-0.12983393669128418,0.011123551055788994,0.0311358030885458,0.990984320640564
1723186331.328537,0.556501567363739,0.3942948281764984,-0.7000522613525391,-0.12955205142498016,0.010843377560377121,0.031234463676810265,0.9910212159156799
1723186331.338084,0.5566558241844177,0.396182656288147,-0.7049804925918579,-0.12927280366420746,0.010900929570198059,0.031028075143694878,0.9910635948181152
1723186331.348259,0.556792676448822,0.39808541536331177,-0.7099516987800598,-0.12909093499183655,0.011153566651046276,0.03155206888914108,0.9910680055618286
1723186331.3579528,0.556928813457489,0.3999403715133667,-0.7149326801300049,-0.12897109985351562,0.01095397025346756,0.03196009248495102,0.9910727143287659
1723186331.3679938,0.5570648312568665,0.40175583958625793,-0.719942033290863,-0.1288960725069046,0.01061891671270132,0.03212272375822067,0.9910808205604553
1723186331.378453,0.5571849346160889,0.40357014536857605,-0.7249640226364136,-0.12871210277080536,0.010551310144364834,0.031915247440338135,0.9911121726036072
1723186331.387858,0.5572925209999084,0.40536218881607056,-0.7300136685371399,-0.12850332260131836,0.010497670620679855,0.031579069793224335,0.9911505579948425
1723186331.398161,0.5573746562004089,0.40713268518447876,-0.7350795865058899,-0.12836024165153503,0.010322341695427895,0.031615011394023895,0.9911698698997498
1723186331.407877,0.5574533343315125,0.4088727533817291,-0.7401717901229858,-0.12838292121887207,0.010138513520359993,0.03173781931400299,0.9911648631095886
